the_geom,sec,dem,eleccion,ln,pe,pan,pri,prd,pvem,pt,mc,morena,elige,pes,rsp,fxm,pt_morena,cnr,nulos,total_emitida,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_,pvem_p,pt_p,mc_p,morena_p,elige_p,pes_p,rsp_p,fxm_p,pt_morena_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_p,coal_prd_,coal_pvem_p,coal_mc_p,coal_morena_pt,agregado_otros_p,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E61000000100000001030000000100000025000000A2B87DC7FBCA58C0B6AEDF17D762334054D90E9EFFCA58C0F6E0658397623340BC6C90A103CB58C093CBBD4154623340DE03BE840ECB58C097EEC9A450623340FA0FADFF18CB58C01F1266C8CF6133405D6E03B910CB58C0AB82CB13B361334060AE8F8610CB58C0288829E1A76133404E4019C20FCB58C0196EF3DDA261334000EFBA360FCB58C062C82845976133407BA4F4400DCB58C0FF89F1D89F61334035E4C7890BCB58C076660D02A261334026A9AAAC08CB58C0FE245010AB6133408F73CF8201CB58C02B66E06BAA6133403E901669F7CA58C0816EF783A9613340A3A07906F4CA58C07A8CC7EFCF613340795D26EDEDCA58C0363A325D41623340795D5615E5CA58C0AB4F4A4A396233409A82873DDCCA58C014925C3731623340231BF0ACD5CA58C097B0190C9B623340977EFE41D4CA58C0E97C730D9B62334044994148D3CA58C0E5FE2C709D6233403CA9AA48D2CA58C01BE0DC52A1623340717FB761D1CA58C0D6E298BDA6623340E6530D5ED1CA58C0692B11E4AB623340D43A27D0D1CA58C0747F142CB0623340F014E145D2CA58C0B405E6DEB26233406C73CC29D3CA58C001FDCB6EB462334045ABABFDD3CA58C03CD0654CB56233408CBE7DECD4CA58C0D87CA7C2B462334005A237C0D5CA58C0FDABBA6BB3623340B427D466D6CA58C061EBCB58B16233408C19FA23D7CA58C00715E456AF623340E41EE5E1D7CA58C0FC37D5B5AC62334076675CD8DDCA58C092D1800AB2623340369F615FE6CA58C0919198CBB96233406E985341F1CA58C074212551C5623340A2B87DC7FBCA58C0B6AEDF17D7623340,4367,BENITO JUAREZ,2021,1488,1513,843,49,6,4,2,22,100,5,1,1,3,2,1,16,1055,843,100,49,743,0.7042654028,51,0.048341232,0.7090053763,79.91%,4.64%,0.57%,0.38%,0.19%,2.09%,9.48%,0.47%,0.09%,0.09%,0.28%,0.19%,0.09%,1.52%,100.00%,79.91%,9.48%,4.64%,PAN,MORENA,PRI,79.91%,4.64%,0.57%,0.38%,2.09%,9.86%,2.56%,100.00%,79.91%,9.86%,4.64%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000230000004D5A4C5539CB58C0FEA5A32B35623340560233113ECB58C03C1EF4EF226233402244306C40CB58C01EFB4D70176233407B3BD39644CB58C0CBB47483E46133409FBB887247CB58C0862D0DDFBD613340E4E9D2B74ACB58C0E58F079B96613340DD29734C50CB58C021EBF76852613340E94EF6E742CB58C0E8D4E0F46661334090137B1F38CB58C024E245DA746133406B39F9542FCB58C0622287AE686133402E6F45552DCB58C01754792B536133409D0B36742BCB58C0078E2BF23E613340EAD72A5826CB58C0068A86F407613340E5CEE70026CB58C0C72EDDD8FD6033403AE570FB26CB58C094F4B9ACE360334027E1A7A51ECB58C008E3E02DDF603340A187D7E91ACB58C032B2ED25DD603340A1B3E33C19CB58C01536C9D9F7603340B2691F1416CB58C01DEA52322A613340F3E09A230ACB58C07281DBB91E6133405086743200CB58C03C6DA42D15613340C3DDB16AFBCA58C0072DB4E7636133403E901669F7CA58C0816EF783A96133408F73CF8201CB58C02B66E06BAA61334026A9AAAC08CB58C0FE245010AB61334035E4C7890BCB58C076660D02A26133407BA4F4400DCB58C0FF89F1D89F61334000EFBA360FCB58C062C82845976133404E4019C20FCB58C0196EF3DDA261334060AE8F8610CB58C0288829E1A76133405D6E03B910CB58C0AB82CB13B3613340FA0FADFF18CB58C01F1266C8CF613340E6D9206E21CB58C03C336C49EA613340618527182ACB58C0B698236E056233404D5A4C5539CB58C0FEA5A32B35623340,4368,BENITO JUAREZ,2021,1353,1361,644,56,9,6,4,20,96,4,0,4,5,0,0,12,860,644,96,56,548,0.6372093023,40,0.046511628,0.6356245381,74.88%,6.51%,1.05%,0.70%,0.47%,2.33%,11.16%,0.47%,0.00%,0.47%,0.58%,0.00%,0.00%,1.40%,100.00%,74.88%,11.16%,6.51%,PAN,MORENA,PRI,74.88%,6.51%,1.05%,0.70%,2.33%,11.63%,2.91%,100.00%,74.88%,11.63%,6.51%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000180000003E901669F7CA58C0816EF783A9613340C3DDB16AFBCA58C0072DB4E7636133404286743200CB58C08256A32D15613340F3E09A230ACB58C07281DBB91E613340B2691F1416CB58C01DEA52322A613340A1B3E33C19CB58C01536C9D9F7603340A187D7E91ACB58C032B2ED25DD6033405634D5F91CCB58C0FAE21B4FB86033403955039217CB58C084B68E15B56033404CEE0E9710CB58C0AAACBEB3B2603340F1BAB4A813CB58C07A8B3F7C81603340A566982B07CB58C0ECA3C2EE7560334045E79235FBCA58C0DE432EDE6A6033406B420AD0F8CA58C0AE57D2C092603340AEC31FFAF5CA58C0BF4B0391C26033401E3FDCECF1CA58C0868404AABF603340CE19FEA0EFCA58C05CA0F90AE660334083FE2F77EECA58C076D90A7CF9603340A102AB29EFCA58C0386F8F1502613340A838304FF1CA58C0F606150207613340833555F1EBCA58C04C1AB9D255613340E6F5CC32E7CA58C036D33F7F9B61334014F35976F1CA58C0E114485FA46133403E901669F7CA58C0816EF783A9613340,4369,BENITO JUAREZ,2021,1349,1366,653,48,7,6,2,7,134,1,3,1,1,1,1,9,874,653,134,48,519,0.5938215103,86,0.098398169,0.6478873239,74.71%,5.49%,0.80%,0.69%,0.23%,0.80%,15.33%,0.11%,0.34%,0.11%,0.11%,0.11%,0.11%,1.03%,100.00%,74.71%,15.33%,5.49%,PAN,MORENA,PRI,74.71%,5.49%,0.80%,0.69%,0.80%,15.68%,1.83%,100.00%,74.71%,15.68%,5.49%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001A000000E6F5CC32E7CA58C036D33F7F9B613340833555F1EBCA58C04C1AB9D255613340A838304FF1CA58C0F606150207613340A102AB29EFCA58C0386F8F150261334083FE2F77EECA58C076D90A7CF9603340CE19FEA0EFCA58C05CA0F90AE66033401E3FDCECF1CA58C0868404AABF603340AEC31FFAF5CA58C0BF4B0391C26033406B420AD0F8CA58C0AE57D2C09260334045E79235FBCA58C0DE432EDE6A603340BA925FAE04CB58C04DA82790D35F334040071C52F6CA58C03504328FC75F334096B37EECE7CA58C0756C29C4BA5F3340D61C8D02E5CA58C036D10544EA5F3340CAED5DB9DECA58C0D702DFFC50603340A5114B36EDCA58C09CB83B705E60334080B9AFA2EACA58C0C8A32E9F85603340E5E15150E7CA58C0D2790B23B8603340131359EFD8CA58C0E2400EE4AC603340A774C3C8D6CA58C0CF17C636D160334013F96E2ED5CA58C09F81D248EC603340869CD1F4CFCA58C08BF6548744613340978EA234CCCA58C0AAC550DF83613340528E8DDED8CA58C0DF45BFF48E613340F635FBBBDDCA58C05839DC3693613340E6F5CC32E7CA58C036D33F7F9B613340,4370,BENITO JUAREZ,2021,1840,1861,983,68,10,3,6,15,154,2,3,3,2,1,1,12,1263,983,154,68,829,0.6563737134,86,0.068091845,0.6864130435,77.83%,5.38%,0.79%,0.24%,0.48%,1.19%,12.19%,0.16%,0.24%,0.24%,0.16%,0.08%,0.08%,0.95%,100.00%,77.83%,12.19%,5.38%,PAN,MORENA,PRI,77.83%,5.38%,0.79%,0.24%,1.19%,12.75%,1.82%,100.00%,77.83%,12.75%,5.38%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000978EA234CCCA58C0AAC550DF83613340869CD1F4CFCA58C08BF654874461334013F96E2ED5CA58C09F81D248EC603340A774C3C8D6CA58C0CF17C636D1603340131359EFD8CA58C0E2400EE4AC603340E5E15150E7CA58C0D2790B23B860334080B9AFA2EACA58C0C8A32E9F85603340A5114B36EDCA58C09CB83B705E603340CAED5DB9DECA58C0D702DFFC506033400CAF3B45C6CA58C0D6920E353C6033406CC03987C0CA58C06728D39499603340A5CA69D2BCCA58C00E2038D9D560334000C2E475B3CA58C050E232116E613340876964D8BFCA58C034487D0C79613340978EA234CCCA58C0AAC550DF83613340,4371,BENITO JUAREZ,2021,1442,1458,768,59,7,5,3,7,107,0,7,0,2,4,0,8,977,768,107,59,661,0.6765609007,48,0.04912999,0.6775312067,78.61%,6.04%,0.72%,0.51%,0.31%,0.72%,10.95%,0.00%,0.72%,0.00%,0.20%,0.41%,0.00%,0.82%,100.00%,78.61%,10.95%,6.04%,PAN,MORENA,PRI,78.61%,6.04%,0.72%,0.51%,0.72%,11.67%,1.74%,100.00%,78.61%,11.67%,6.04%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000C00000000C2E475B3CA58C050E232116E613340A5CA69D2BCCA58C00E2038D9D56033406CC03987C0CA58C06728D394996033400CAF3B45C6CA58C0D6920E353C60334045229DE0CFCA58C0100ECDB3A55F334081F01EABB7CA58C0E41D2CE08F5F33404953EA4FAECA58C0B75EF50727603340957AF383A8CA58C000F499AD846033403B191C12A5CA58C01D747868C1603340E285B8639BCA58C09A0102B958613340688BBD7BA7CA58C08DF059726361334000C2E475B3CA58C050E232116E613340,4372,BENITO JUAREZ,2021,1285,1298,636,58,13,2,3,15,117,1,0,2,4,3,0,20,874,636,117,58,519,0.5938215103,59,0.067505721,0.6801556420,72.77%,6.64%,1.49%,0.23%,0.34%,1.72%,13.39%,0.11%,0.00%,0.23%,0.46%,0.34%,0.00%,2.29%,100.00%,72.77%,13.39%,6.64%,PAN,MORENA,PRI,72.77%,6.64%,1.49%,0.23%,1.72%,14.07%,3.09%,100.00%,72.77%,14.07%,6.64%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000D000000C2AD68D77CCA58C0F0817240A9613340C264D20080CA58C0C3356303776133406623224383CA58C077A73A514361334002D167988CCA58C06438E576AD603340E05FF64080CA58C074865453A260334055541F4374CA58C08231938097603340BEDFA75368CA58C01A55BEBA8C603340C1F631645CCA58C020E3DCF481603340537BC1C052CA58C09A382DB01961334090A8DB9B4FCA58C030606E6C4D613340B9F3F7A44CCA58C082C287337E613340311295F164CA58C04B221D2093613340C2AD68D77CCA58C0F0817240A9613340,4373,BENITO JUAREZ,2021,1571,1591,814,47,7,8,9,9,134,5,3,1,2,1,2,7,1049,814,134,47,680,0.6482364156,87,0.08293613,0.6677275621,77.60%,4.48%,0.67%,0.76%,0.86%,0.86%,12.77%,0.48%,0.29%,0.10%,0.19%,0.10%,0.19%,0.67%,100.00%,77.60%,12.77%,4.48%,PAN,MORENA,PRI,77.60%,4.48%,0.67%,0.76%,0.86%,13.73%,1.91%,100.00%,77.60%,13.73%,4.48%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001D0000001151017719CA58C087439304886133408F73823624CA58C0B3B752433D613340A23BF82627CA58C08EBED6E9286133405DF8A78927CA58C0D25E9D3E26613340ABE94DF028CA58C026C58D8B1C61334084A8AC3228CA58C0A4C145191C613340AE3B647425CA58C0F95D62721A6133401A1C20A71FCA58C0C5EB8BF216613340DC3A5AA315CA58C08A1A06EA10613340FF32BFC608CA58C0797C5D2A09613340782D14D1FCC958C0F52F5D0D04613340873C747DF2C958C0F7FA3FA4FE603340B04AD53FE8C958C097F35493F8603340B1A1E160DCC958C0336E53ECF1603340A222BA40D3C958C034300BBBEC60334057F2EE94D0C958C0BEB56021EB60334020C5CEC6C3C958C0B38A9195DF6033401DA5A39CC0C958C03D5EB23A176133404B08DB68BDC958C0576213FD4C613340B98BEAC9C4C958C0F37E6A5A5161334023402E20CCC958C0E0DB84EC55613340D263895DCEC958C044A7816D576133400E2D85FCD7C958C04FD4F7055D6133401386B31FE3C958C0918B33566461334043AA3670ECC958C0CF2101746A6133403A2DE1B2F6C958C032F2C130716133403E7FBED202CA58C01BB9CD267961334031220D530FCA58C0F82C1E5C816133401151017719CA58C08743930488613340,4374,BENITO JUAREZ,2021,1731,1762,861,47,5,10,6,15,163,2,4,0,4,0,1,20,1138,861,163,47,698,0.6133567663,116,0.101933216,0.6574234547,75.66%,4.13%,0.44%,0.88%,0.53%,1.32%,14.32%,0.18%,0.35%,0.00%,0.35%,0.00%,0.09%,1.76%,100.00%,75.66%,14.32%,4.13%,PAN,MORENA,PRI,75.66%,4.13%,0.44%,0.88%,1.32%,14.85%,2.72%,100.00%,75.66%,14.85%,4.13%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000110000004B08DB68BDC958C0576213FD4C6133401DA5A39CC0C958C03D5EB23A1761334089548B7BB2C958C0EBF1CD6A0C613340C6151A5D9DC958C0CFCB8541FC603340B3E0CB2C88C958C01AFB660AEC60334006BCB7257EC958C0ED38CE5DE46033406EFC532973C958C081741E95DC6033402EBDCE5E66C958C084A086F3D260334046F9EBF95DC958C06208CFB9CC6033407938CA125BC958C0EAD266C9046133405FD1977864C958C0186D5CBB0B613340B5AA116070C958C0595B7B69146133406ABC78657BC958C08690E7E01C613340D8B8D23785C958C0F3733B162461334040FF7CAC9AC958C07361749433613340177ED5ABAFC958C0F70FEA22436133404B08DB68BDC958C0576213FD4C613340,4375,BENITO JUAREZ,2021,1628,1648,604,50,8,5,12,20,196,5,7,5,11,1,1,16,941,604,196,50,408,0.4335812965,146,0.155154091,0.5780098280,64.19%,5.31%,0.85%,0.53%,1.28%,2.13%,20.83%,0.53%,0.74%,0.53%,1.17%,0.11%,0.11%,1.70%,100.00%,64.19%,20.83%,5.31%,PAN,MORENA,PRI,64.19%,5.31%,0.85%,0.53%,2.13%,22.21%,4.78%,100.00%,64.19%,22.21%,5.31%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000140000001DA5A39CC0C958C03D5EB23A1761334020C5CEC6C3C958C0B38A9195DF603340CFBC48E6BCC958C086FC5337DA603340E84F077DB5C958C0DDF9546ED46033407C2233CFAAC958C0E81D4718CC60334034ADA451A0C958C0FC640004C6603340CAFB51BA95C958C0CBE059FEBC603340C55516128BC958C0B3D86870B56033401392CCF580C958C06B237860AD6033404BEE4B2B76C958C0B86394EBA46033402247E70769C958C0457D4BA49A603340CC0D750361C958C06F45F6009560334046F9EBF95DC958C06208CFB9CC6033402EBDCE5E66C958C084A086F3D26033406EFC532973C958C081741E95DC60334006BCB7257EC958C0ED38CE5DE4603340B3E0CB2C88C958C01AFB660AEC603340C6151A5D9DC958C0CFCB8541FC60334089548B7BB2C958C0EBF1CD6A0C6133401DA5A39CC0C958C03D5EB23A17613340,4376,BENITO JUAREZ,2021,1413,1421,541,55,9,7,4,12,180,3,5,2,3,1,1,16,839,541,180,55,361,0.4302741359,125,0.148986889,0.5937721161,64.48%,6.56%,1.07%,0.83%,0.48%,1.43%,21.45%,0.36%,0.60%,0.24%,0.36%,0.12%,0.12%,1.91%,100.00%,64.48%,21.45%,6.56%,PAN,MORENA,PRI,64.48%,6.56%,1.07%,0.83%,1.43%,22.05%,3.58%,100.00%,64.48%,22.05%,6.56%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000180000007938CA125BC958C0EAD266C90461334046F9EBF95DC958C06208CFB9CC603340CC0D750361C958C06F45F600956033404A9744544FC958C0B4C462F787603340EAAC06EA48C958C0060D9B9F83603340163A90AD35C958C0AD8624B97A6033403EA47E972CC958C0444560CE7760334029D4407527C958C0BAFCB2BC7660334012D0B54020C958C0487F8E417660334084A886401DC958C0D4221E777660334020FC58D300C958C040EBF0C280603340FCB0E684FEC858C0A815F08D7F6033401077BCE3FDC858C03D7D99BE90603340B8AE8D67FDC858C0874975FD9D60334047639C69FCC858C06EC16413B9603340F65E54460AC958C0D3340931C3603340004D1B210FC958C0F36FDE28CB603340BA0954B01EC958C08115E195D66033404A0A246224C958C0907C9B18DB603340EDA1FA492EC958C0A26DB095E260334059AC32FF30C958C0566F699EE4603340358CFF443AC958C055256DC5EB6033403F3ACD6F4AC958C0AA466DE5F76033407938CA125BC958C0EAD266C904613340,4377,BENITO JUAREZ,2021,1649,1675,551,69,10,15,19,17,238,3,1,7,7,4,0,16,957,551,238,69,313,0.3270637409,169,0.176593521,0.5803517283,57.58%,7.21%,1.04%,1.57%,1.99%,1.78%,24.87%,0.31%,0.10%,0.73%,0.73%,0.42%,0.00%,1.67%,100.00%,57.58%,24.87%,7.21%,PAN,MORENA,PRI,57.58%,7.21%,1.04%,1.57%,1.78%,27.27%,3.55%,100.00%,57.58%,27.27%,7.21%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001C000000028FA23BFAC858C0D214C07EEF6033405049196FFBC858C092D0FD88D160334047639C69FCC858C06EC16413B9603340B8AE8D67FDC858C0874975FD9D6033401077BCE3FDC858C03D7D99BE90603340FCB0E684FEC858C0A815F08D7F6033400A35F74000C958C0482AB19A526033405038F11BEDC858C0661621553D603340FA50B92EE8C858C0C84008928060334026AAD176DFC858C0711235BA7E6033402BFA4366D6C858C0544F873E7F6033409B2C9E5FCDC858C01BBC40FA81603340E96BB11BC4C858C08FA77DFB87603340159B1EAFC0C858C007B017D589603340A282CCE3BAC858C0D0AD81F68C603340F5FD40E5B1C858C0FD7281D291603340A501216DADC858C0DF3ABC3395603340C679E1FDAAC858C091F5DCA4C6603340FA9121DAAFC858C0FCA37163C96033406DE875ACB8C858C0DD61851ECE603340A91F4D4BC1C858C0FC56E232D2603340C932D639CAC858C0C39858FAD66033409201EA15D3C858C0A05707B5DB603340C3AAFDF4DBC858C09B85111AE060334050951989E4C858C0039189A0E46033405A7C7E72EDC858C0F654905FE9603340CE87D27FF7C858C0D09B3F33EE603340028FA23BFAC858C0D214C07EEF603340,4378,BENITO JUAREZ,2021,1529,1545,499,83,10,4,10,15,248,5,7,6,3,3,2,23,918,499,248,83,251,0.2734204793,165,0.179738562,0.6003924133,54.36%,9.04%,1.09%,0.44%,1.09%,1.63%,27.02%,0.54%,0.76%,0.65%,0.33%,0.33%,0.22%,2.51%,100.00%,54.36%,27.02%,9.04%,PAN,MORENA,PRI,54.36%,9.04%,1.09%,0.44%,1.63%,28.43%,5.01%,100.00%,54.36%,28.43%,9.04%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000011000000A501216DADC858C0DF3ABC3395603340F5FD40E5B1C858C0FD7281D291603340A282CCE3BAC858C0D0AD81F68C603340159B1EAFC0C858C007B017D589603340E96BB11BC4C858C08FA77DFB876033409B2C9E5FCDC858C01BBC40FA816033402BFA4366D6C858C0544F873E7F603340B82DC885D9C858C0D3AA454B59603340190E5A68DDC858C056DDBB152A60334004F02421E2C858C0103B056BD75F3340585939E2D6C858C0325D5D4ACE5F3340B66F1372CBC858C0417B5032C55F3340C6E84B44C0C858C0C2FA60BEBB5F3340C020D21CBAC858C070734A66B65F33401BC5DB78B6C858C088BB57B6FA5F33403668AAC2B2C858C06647C5093A603340A501216DADC858C0DF3ABC3395603340,4379,BENITO JUAREZ,2021,1863,1881,779,53,17,10,14,22,256,2,2,3,5,8,0,24,1195,779,256,53,523,0.4376569038,203,0.169874477,0.6414385400,65.19%,4.44%,1.42%,0.84%,1.17%,1.84%,21.42%,0.17%,0.17%,0.25%,0.42%,0.67%,0.00%,2.01%,100.00%,65.19%,21.42%,4.44%,PAN,MORENA,PRI,65.19%,4.44%,1.42%,0.84%,1.84%,23.26%,3.01%,100.00%,65.19%,23.26%,4.44%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000010000000FA50B92EE8C858C0C8400892806033405038F11BEDC858C0661621553D6033400A35F74000C958C0482AB19A5260334008E6A93B01C958C089D42F3A396033403D8747F603C958C04E715582F25F334020470B73F2C858C05CBECC06E45F3340984110D9F5C858C082D2771BA35F3340E05F188FE5C858C04EDC906A965F334073121446DAC858C0CD3057328D5F3340585939E2D6C858C0325D5D4ACE5F334004F02421E2C858C0103B056BD75F3340190E5A68DDC858C056DDBB152A603340B82DC885D9C858C0D3AA454B596033402BFA4366D6C858C0544F873E7F60334026AAD176DFC858C0711235BA7E603340FA50B92EE8C858C0C840089280603340,4380,BENITO JUAREZ,2021,1558,1577,571,61,5,15,10,12,240,2,3,1,10,2,0,17,949,571,240,61,331,0.3487881981,179,0.1886196,0.6091142490,60.17%,6.43%,0.53%,1.58%,1.05%,1.26%,25.29%,0.21%,0.32%,0.11%,1.05%,0.21%,0.00%,1.79%,100.00%,60.17%,25.29%,6.43%,PAN,MORENA,PRI,60.17%,6.43%,0.53%,1.58%,1.26%,26.55%,3.48%,100.00%,60.17%,26.55%,6.43%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000018000000EAAC06EA48C958C0060D9B9F83603340D0CEF57848C958C0A1FAA29471603340319D622048C958C07D11C3934F603340E3B34FD848C958C041BF2D32376033409303983B4AC958C0E6FE4CCF0E603340BF3D0BDC3AC958C04B107D5DF35F3340947FA8B12EC958C053F4B86ED25F3340BB665E372EC958C026C945D4E45F334015A4FFE11AC958C00804A947DE5F3340A420507C13C958C02E70CACC845F334061F2C8E908C958C02868BC33725F33403FA5A08006C958C0F6B63FAEAE5F3340242CDEEA04C958C048500CDED65F33403D8747F603C958C04E715582F25F334008E6A93B01C958C089D42F3A396033400A35F74000C958C0482AB19A52603340FCB0E684FEC858C0A815F08D7F60334020FC58D300C958C040EBF0C28060334084A886401DC958C0D4221E777660334012D0B54020C958C0487F8E417660334029D4407527C958C0BAFCB2BC766033403EA47E972CC958C0444560CE77603340163A90AD35C958C0AD8624B97A603340EAAC06EA48C958C0060D9B9F83603340,4381,BENITO JUAREZ,2021,1895,1910,650,65,9,13,16,29,306,1,12,2,14,6,1,24,1148,650,306,65,344,0.2996515679,241,0.209930314,0.6058047493,56.62%,5.66%,0.78%,1.13%,1.39%,2.53%,26.66%,0.09%,1.05%,0.17%,1.22%,0.52%,0.09%,2.09%,100.00%,56.62%,26.66%,5.66%,PAN,MORENA,PRI,56.62%,5.66%,0.78%,1.13%,2.53%,28.57%,4.70%,100.00%,56.62%,28.57%,5.66%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000130000001392CCF580C958C06B237860AD6033401B7B40928BC958C030A39912DB5F3340EC16E3467FC958C00183A538D35F3340B8C8F9047DC958C0625C69890A6033403C8097D675C958C0B46120270560334018E922736FC958C0445EE814016033406D0BE97E68C958C093681005FE5F3340941CB30C67C958C0FF78282F22603340FADAA80166C958C00EE1F8513B603340B177EF684BC958C0F2DC26132F603340E3B34FD848C958C041BF2D3237603340319D622048C958C07D11C3934F603340D0CEF57848C958C0A1FAA29471603340EAAC06EA48C958C0060D9B9F836033404A9744544FC958C0B4C462F787603340CC0D750361C958C06F45F600956033402247E70769C958C0457D4BA49A6033404BEE4B2B76C958C0B86394EBA46033401392CCF580C958C06B237860AD603340,4382,BENITO JUAREZ,2021,1477,1496,554,37,3,5,15,10,213,0,2,1,4,3,5,14,866,554,213,37,341,0.3937644342,176,0.203233256,0.5863236290,63.97%,4.27%,0.35%,0.58%,1.73%,1.15%,24.60%,0.00%,0.23%,0.12%,0.46%,0.35%,0.58%,1.62%,100.00%,63.97%,24.60%,4.27%,PAN,MORENA,PRI,63.97%,4.27%,0.35%,0.58%,1.15%,26.67%,3.00%,100.00%,63.97%,26.67%,4.27%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000C000000CAFB51BA95C958C0CBE059FEBC603340CF02D24698C958C066C8D5CE83603340E21BCF3FA2C958C0D975C95E746033406B2ECE20A7C958C0453556A9EC5F3340A52358A6AAC958C0CF9416B48A5F33405291C39AA3C958C0674BDD07875F3340EAA98B109DC958C05029119F835F33405389452890C958C04C6C001C7C5F33401B7B40928BC958C030A39912DB5F33401392CCF580C958C06B237860AD603340C55516128BC958C0B3D86870B5603340CAFB51BA95C958C0CBE059FEBC603340,4383,BENITO JUAREZ,2021,1383,1397,657,49,4,6,7,13,163,2,3,0,6,4,1,21,936,657,163,49,494,0.5277777778,114,0.121794872,0.6767895879,70.19%,5.24%,0.43%,0.64%,0.75%,1.39%,17.41%,0.21%,0.32%,0.00%,0.64%,0.43%,0.11%,2.24%,100.00%,70.19%,17.41%,5.24%,PAN,MORENA,PRI,70.19%,5.24%,0.43%,0.64%,1.39%,18.59%,3.53%,100.00%,70.19%,18.59%,5.24%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000011000000E84F077DB5C958C0DDF9546ED46033409E285931BFC958C00BDE141540603340C1E4EF61C3C958C0281C560800603340F670FCA7C9C958C000232520A05F3340F9769A43CAC958C0F91926D5965F3340AB9DA6A2C7C958C06A06FDD2955F33409B3804FDC1C958C065BB67A8935F334069496EB6B9C958C0FD54A37B905F3340B315632EB2C958C0E7E8DE978D5F3340A52358A6AAC958C0CF9416B48A5F33406B2ECE20A7C958C0453556A9EC5F3340E21BCF3FA2C958C0D975C95E74603340CF02D24698C958C066C8D5CE83603340CAFB51BA95C958C0CBE059FEBC60334034ADA451A0C958C0FC640004C66033407C2233CFAAC958C0E81D4718CC603340E84F077DB5C958C0DDF9546ED4603340,4384,BENITO JUAREZ,2021,1224,1235,625,29,5,3,9,11,142,0,1,1,0,3,0,14,843,625,142,29,483,0.5729537367,113,0.134045077,0.6887254902,74.14%,3.44%,0.59%,0.36%,1.07%,1.30%,16.84%,0.00%,0.12%,0.12%,0.00%,0.36%,0.00%,1.66%,100.00%,74.14%,16.84%,3.44%,PAN,MORENA,PRI,74.14%,3.44%,0.59%,0.36%,1.30%,18.27%,1.90%,100.00%,74.14%,18.27%,3.44%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001500000057F2EE94D0C958C0BEB56021EB6033405BFDC212DAC958C0103B388C20603340EDCA3358DBC958C0C55100EC21603340C7B4DF8FDCC958C0A7916D832260334003F81CC4DEC958C01932A8301F6033408713D103E0C958C02389B5151B603340E9CE8FA6E0C958C0D382179C1260334094B2E3BAE0C958C040B9F09E0B60334029B3D5E3DFC958C079D9D741056033400E636D7DDEC958C0E5E6464B0060334092D323E2DBC958C00CEBCE92FE5F33402AC696D5DFC958C01FCDCC49A25F334083EE3AADD8C958C000276B819E5F3340F9769A43CAC958C0F91926D5965F3340F670FCA7C9C958C000232520A05F3340C1E4EF61C3C958C0281C5608006033409E285931BFC958C00BDE141540603340E84F077DB5C958C0DDF9546ED4603340CFBC48E6BCC958C086FC5337DA60334020C5CEC6C3C958C0B38A9195DF60334057F2EE94D0C958C0BEB56021EB603340,4385,BENITO JUAREZ,2021,1241,1254,608,38,8,9,5,15,134,2,0,3,0,1,1,14,838,608,134,38,474,0.5656324582,96,0.114558473,0.6752618856,72.55%,4.53%,0.95%,1.07%,0.60%,1.79%,15.99%,0.24%,0.00%,0.36%,0.00%,0.12%,0.12%,1.67%,100.00%,72.55%,15.99%,4.53%,PAN,MORENA,PRI,72.55%,4.53%,0.95%,1.07%,1.79%,16.71%,2.39%,100.00%,72.55%,16.71%,4.53%,PAN,MORENA_PT,PRI
